0,-27900
1,504
2,542
4,-31743
7,-32285
10,-11319
11,-29700
13,699
14,600
15,960
16,1022
18,599
20,599
22,889
25,-33827
26,-33900
27,-34074
28,842
29,494
30,2760
33,-31686
34,-33600
35,-34200
37,599
38,600
39,-31370
42,-34086
43,-12000
44,-33900
45,600
46,-33500
48,659
49,-34200
5,-456
17,10
36,60
6,1920
3,133
41,-288
32,-1174
8,297
23,240
19,33
47,35
9,-784
31,-2997
40,913
12,813
24,-2538
21,2108
